match_id,match_date,kickoff_time_local,match_date_utc,kickoff_time_utc,matchday,competition_id,competition_name,season,season_id,stage,home_team_id,home_team,home_team_code,away_team_id,away_team,away_team_code,venue,winner,result_home,goals_home_ht,goals_away_ht,goals_home_ft,goals_away_ft,is_home_match,last_result_vs_opponent,tickets_scanned,league_position_home,league_position_away,Opponent,Home_games,Total_gols_in_game,opponent_position,our_position,phase_of_season,numeric_result,winning_streak,Team_position,Time_of_day
7ygyxo6o1uoe8uzbk4nsgeiok,45766,0.666666667,2025-04-19Z,14:00:00Z,4,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Conference League Play-off Group,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,4dtif7outbuivua8umbwegoo5,Dender,DEN,King Power at Den Dreef Stadion,draw,D,3,1,4,4,TRUE,W 3-2,4252,6,2,Dender,1,8,2,6,Beggining,2,0,6,Afternoon
7zt8gyxi7eoab8avc8bpm5y50,45769,0.854166667,2025-04-22Z,18:30:00Z,5,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Conference League Play-off Group,5z1b7fuvpqe6vnigvopomvecu,Standard Liège,STA,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Stade Maurice Dufrasne,away,L,0,0,0,1,FALSE,D 1-1,,11,7,Standard Liège,0,1,11,7,Beggining,1,0,7,Evening
814atdxgv4huojqsu3t0d9vro,45773,0.666666667,2025-04-26Z,14:00:00Z,6,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Conference League Play-off Group,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,5z1b7fuvpqe6vnigvopomvecu,Standard Liège,STA,King Power at Den Dreef Stadion,draw,D,1,0,1,1,TRUE,W 1-0,5164,8,7,Standard Liège,1,2,7,8,Midle,2,0,8,Afternoon
82ukg77wot5ten1zki8rhuln8,45780,0.760416667,2025-05-03Z,16:15:00Z,7,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Conference League Play-off Group,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,b7jmo07lqav0wfe2mtlzyspak,Mechelen,KVM,King Power at Den Dreef Stadion,away,L,0,1,1,2,TRUE,D 1-1,5615,4,9,Mechelen,1,3,9,4,Midle,1,0,4,Afternoon
84nc9rtln8g0ixfdcs5r0xxxw,45788,0.802083333,2025-05-11Z,17:15:00Z,8,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Conference League Play-off Group,4dtif7outbuivua8umbwegoo5,Dender,DEN,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,DENDER Football Complex,home,W,4,0,5,0,FALSE,D 4-4,,5,9,Dender,0,5,5,9,Midle,3,0,9,Afternoon
852y9z78ifhike3zkg6dfyluc,45793,0.864583333,2025-05-16Z,18:45:00Z,9,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Conference League Play-off Group,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,2nhn3ikl1ciq34w3hcp883d6p,Westerlo,WES,King Power at Den Dreef Stadion,away,L,0,1,0,2,TRUE,D 2-2,5025,8,9,Westerlo,1,2,9,8,Midle,1,1,8,Evening
86dn3ijocusxpzra33m12qc5w,45801,0.833333333,2025-05-24Z,18:00:00Z,10,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2024/2025,809rv2nlzkn8gmn27a2ckuql0,Conference League Play-off Group,920raeoumft3q2wmvc296uceo,Sporting Charleroi,CHA,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Stade du Pays de Charleroi,home,W,1,1,2,1,FALSE,D 0-0,,4,10,Sporting Charleroi,0,3,4,10,Midle,3,0,10,Evening
csbw4frxjcvgpv95iekqvb21g,45865,0.666666667,2025-07-27Z,14:00:00Z,1,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,920raeoumft3q2wmvc296uceo,Sporting Charleroi,CHA,King Power at Den Dreef Stadion,draw,D,1,0,2,2,TRUE,L 1-2,4318,14,11,Sporting Charleroi,1,4,11,14,Beggining,2,1,14,Afternoon
ctopnopmg8mzxf3q6rje346qc,45872,0.770833333,2025-08-03Z,16:30:00Z,2,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,ecj1gmc7pqcjo4sc9hvghj5u3,Union Saint-Gilloise,STG,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Stade Joseph Mariën,home,W,2,0,5,0,FALSE,L 0-1,,5,5,Union Saint-Gilloise,0,5,5,5,Beggining,3,0,5,Afternoon
cxtfvvs8g6im8v2btf5nupfro,45879,0.802083333,2025-08-10Z,17:15:00Z,3,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,7zibyotq1x1hq6pmgibhr0e6s,Antwerp,ANT,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Bosuilstadion,home,W,1,0,3,1,FALSE,D 2-2,,9,15,Antwerp,0,4,9,15,Beggining,3,1,15,Afternoon
d0y4sncaf09mzv9ms24ck6olw,45884,0.864583333,2025-08-15Z,18:45:00Z,4,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,89xivtxk59uzvhdsd6miao6tm,Genk,GNK,King Power at Den Dreef Stadion,away,L,1,2,1,2,TRUE,L 0-2,6360,16,14,Genk,1,3,14,16,Beggining,1,2,16,Evening
d5vpyuaaynfcg6vv6ixlmfcb8,45893,0.802083333,2025-08-24Z,17:15:00Z,5,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,4dtif7outbuivua8umbwegoo5,Dender,DEN,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,DENDER Football Complex,away,L,0,0,0,1,FALSE,L 0-5,,15,16,Dender,0,1,15,16,Beggining,1,0,16,Afternoon
d7riiuoqud1d84e7gu4givjf8,45900,0.666666667,2025-08-31Z,14:00:00Z,6,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,5z1b7fuvpqe6vnigvopomvecu,Standard Liège,STA,King Power at Den Dreef Stadion,home,W,0,0,1,0,TRUE,D 1-1,6676,15,8,Standard Liège,1,1,8,15,Midle,3,0,15,Afternoon
dawbvc4ebh1knr7qctivmrod0,45913,0.666666667,2025-09-13Z,14:00:00Z,7,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,547zzwqbiugzphhnrhj3z5k5i,Zulte Waregem,ZWA,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Elindus Arena,home,W,2,0,2,0,FALSE,W 4-2,,15,12,Zulte Waregem,0,2,15,12,Midle,3,1,12,Afternoon
de191c5ia8dqmkvpzprawob2s,45920,0.666666667,2025-09-20Z,14:00:00Z,8,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,75b9wl3zixoytzcmvwavlp46i,RAAL La Louvière,LAL,King Power at Den Dreef Stadion,away,L,1,2,1,2,TRUE,,4036,15,13,RAAL La Louvière,1,3,13,15,Midle,1,2,15,Afternoon
dh7ze0l15ri59fuhmnrs8pst0,45926,0.864583333,2025-09-26Z,18:45:00Z,9,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,6vyr13j6kbwdtxjwm1m4m8nu2,Anderlecht,AND,King Power at Den Dreef Stadion,draw,D,0,0,1,1,TRUE,D 0-0,6977,15,2,Anderlecht,1,2,2,15,Midle,2,0,15,Evening
dly0jj6xr9hi9nxzv17quzwno,45935,0.802083333,2025-10-05Z,17:15:00Z,10,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,2nhn3ikl1ciq34w3hcp883d6p,Westerlo,WES,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Het Kuipje,home,W,1,0,2,0,FALSE,L 0-2,,13,15,Westerlo,0,2,13,15,Midle,3,0,15,Afternoon
dob21hsimmlz7agqzo8irt5w4,45948,0.760416667,2025-10-18Z,16:15:00Z,11,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,1oyb7oym5nwzny8vxf03szd2h,Club Brugge,CLU,King Power at Den Dreef Stadion,away,L,0,0,0,1,TRUE,L 0-1,7992,15,2,Club Brugge,1,1,2,15,Midle,1,1,15,Afternoon
drdzv152kp1zoqqdbl98trj10,45955,0.760416667,2025-10-25Z,16:15:00Z,12,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,b7jmo07lqav0wfe2mtlzyspak,Mechelen,KVM,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Achter De Kazerne,draw,D,0,0,1,1,FALSE,L 1-2,,4,15,Mechelen,0,2,4,15,Midle,2,0,15,Afternoon
duivyh7ccvqb0o2ykwgvaq5uc,45963,0.666666667,2025-11-02Z,15:00:00Z,13,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,8y3iucyxguipljcmf87a11bk9,Gent,GNT,King Power at Den Dreef Stadion,home,W,2,0,4,0,TRUE,D 0-0,6373,15,3,Gent,1,4,3,15,Midle,3,0,15,Afternoon
dwvrsfezoy7lsopii72xnd1xw,45969,0.666666667,2025-11-08Z,15:00:00Z,14,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,3ix9om1svhd6obl0mbk1otgop,Cercle Brugge,CER,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Jan Breydelstadion,away,L,1,0,1,2,FALSE,L 0-1,,13,14,Cercle Brugge,0,3,13,14,Midle,1,1,14,Afternoon
e1650lh8xyaev5kzm5v3m2kgk,45984,0.802083333,2025-11-23Z,18:15:00Z,15,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,2989v3kho9h5jaboe1nr7lx21,Sint-Truiden,STV,King Power at Den Dreef Stadion,away,L,1,2,1,2,TRUE,W 3-2,5661,13,4,Sint-Truiden,1,3,4,13,Midle,1,0,13,Evening
e2ydwakqnrmekfzdr48j9n3f8,45991,0.666666667,2025-11-30Z,15:00:00Z,16,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,89xivtxk59uzvhdsd6miao6tm,Genk,GNK,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Cegeka Arena,home,W,0,0,2,1,FALSE,L 1-2,,7,13,Genk,0,3,7,13,Midle,3,0,13,Afternoon
e6vo7nt78kq3sax8h8o1ke4gk,45998,0.802083333,2025-12-07Z,18:15:00Z,17,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,547zzwqbiugzphhnrhj3z5k5i,Zulte Waregem,ZWA,King Power at Den Dreef Stadion,draw,D,1,1,1,1,TRUE,L 0-2,4494,14,8,Zulte Waregem,1,2,8,14,Midle,2,1,14,Evening
e9vop6xkarhbdtysjlqtm4w7o,46003,0.864583333,2025-12-12Z,19:45:00Z,18,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,5z1b7fuvpqe6vnigvopomvecu,Standard Liège,STA,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Stade Maurice Dufrasne,away,L,0,0,0,1,FALSE,W 1-0,,6,14,Standard Liège,0,1,6,14,Midle,1,0,14,Evening
ecz9iyxyc5ira9n59m8cp3bis,46012,0.802083333,2025-12-21Z,18:15:00Z,19,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,3ix9om1svhd6obl0mbk1otgop,Cercle Brugge,CER,King Power at Den Dreef Stadion,away,L,0,2,0,2,TRUE,W 2-1,5812,14,15,Cercle Brugge,1,2,15,14,Midle,1,0,14,Evening
egwl2zpb2lsojatd5oln6xn9w,46018,0.666666667,2025-12-27Z,15:00:00Z,20,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,75b9wl3zixoytzcmvwavlp46i,RAAL La Louvière,LAL,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Easi Arena,draw,D,0,0,0,0,FALSE,L 1-2,,13,14,RAAL La Louvière,0,0,13,14,Midle,2,0,14,Afternoon
ejqw6juegshs0txtuuxahtno4,46040,0.802083333,2026-01-18Z,18:15:00Z,21,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,2989v3kho9h5jaboe1nr7lx21,Sint-Truiden,STV,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Daio Wasabi Stayen Stadium,home,W,1,0,1,0,FALSE,L 1-2,,3,14,Sint-Truiden,0,1,3,14,Midle,3,0,14,Evening
enw1n6mhkzvb6uptwhzs4gowk,46046,0.864583333,2026-01-24Z,19:45:00Z,22,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,ecj1gmc7pqcjo4sc9hvghj5u3,Union Saint-Gilloise,STG,King Power at Den Dreef Stadion,draw,D,0,0,0,0,TRUE,L 0-5,5322,15,1,Union Saint-Gilloise,1,0,1,15,Midle,2,1,15,Evening
eqncupz92qy89z9bxks1e0t90,46054,0.802083333,2026-02-01Z,18:15:00Z,23,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,b7jmo07lqav0wfe2mtlzyspak,Mechelen,KVM,King Power at Den Dreef Stadion,draw,D,1,0,2,2,TRUE,D 1-1,5971,15,6,Mechelen,1,4,6,15,Midle,2,0,15,Evening
esy974nh0dqx61hrn6g35y044,46060,0.864583333,2026-02-07Z,19:45:00Z,24,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,8y3iucyxguipljcmf87a11bk9,Gent,GNT,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Planet Group Arena,away,L,0,2,1,3,FALSE,W 4-0,,5,14,Gent,0,4,5,14,Midle,1,0,14,Evening
ewgb5fczpfa71pfzihlip6yok,46067,0.666666667,2026-02-14Z,15:00:00Z,25,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,4dtif7outbuivua8umbwegoo5,Dender,DEN,King Power at Den Dreef Stadion,home,W,2,1,3,2,TRUE,W 1-0,5137,13,16,Dender,1,5,16,13,Midle,3,0,13,Afternoon
exzov7o3p9v5vqr86qipfm1w4,46074,0.760416667,2026-02-21Z,17:15:00Z,26,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,1oyb7oym5nwzny8vxf03szd2h,Club Brugge,CLU,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Jan Breydelstadion,home,W,0,0,2,1,FALSE,L 0-1,,3,13,Club Brugge,0,3,3,13,End,3,1,13,Afternoon
f19ucr3rev3uy5uvxjxznqsk4,46081,0.864583333,2026-02-28Z,19:45:00Z,27,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,6vyr13j6kbwdtxjwm1m4m8nu2,Anderlecht,AND,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,Lotto Park,home,W,1,1,5,1,FALSE,D 1-1,,4,13,Anderlecht,0,6,4,13,End,3,2,13,Evening
rf7k8o1xjf0xw5zrgpbtmhg,46088,0.666666667,2026-03-07Z,15:00:00Z,28,4zwgbb66rif2spcoeeol2motx,Belgian Jupiler Pro League,2025/2026,16lkdpoccbh056r0v0bordo2c,Regular Season,bw9wm8pqfzcchumhiwdt2w15c,OH Leuven,OHL,2nhn3ikl1ciq34w3hcp883d6p,Westerlo,WES,King Power at Den Dreef Stadion,away,L,0,1,0,1,TRUE,L 0-2,6062,14,8,Westerlo,1,1,8,14,End,1,3,14,Afternoon
